"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4266","test_unpickedMaterialDetails_ctrlIrepeat","Tests.test_material","Tue Mar 10 13:38:35 CDT 2026","passed","Tue Mar 10 13:38:39 CDT 2026","TestItemPage","test_unpickedMaterialDetails","",""
"","21157","test_order_selectnodatasuccess","Tests.test_items","Tue Mar 10 09:17:34 CDT 2026","passed","Tue Mar 10 09:17:55 CDT 2026","TestOrderPage","test_order","",""
"","34822","test_materialVendorQuota_editnamesuccess","Tests.test_material","Tue Mar 10 12:10:56 CDT 2026","passed","Tue Mar 10 12:11:31 CDT 2026","TestItemPage","test_materialVendorQuota","",""
"","8454","test_loadChart_editlayout","Tests.test_items","Tue Mar 10 10:32:16 CDT 2026","passed","Tue Mar 10 10:32:24 CDT 2026","TestChartPage","test_chart","",""
"","14479","test_orderPreOccupiedMaterials_clear","Tests.test_material","Tue Mar 10 13:29:08 CDT 2026","passed","Tue Mar 10 13:29:22 CDT 2026","TestItemPage","test_orderPreOccupiedMaterials","",""
"","62431","test_changespec_changespec7","Tests.test_items","Tue Mar 10 09:10:08 CDT 2026","passed","Tue Mar 10 09:11:10 CDT 2026","TestChangeSpecPage","test_changespec","",""
"","19742","test_psi_update1","Tests.test_system","Tue Mar 10 14:44:52 CDT 2026","passed","Tue Mar 10 14:45:12 CDT 2026","TestPSIPage","test_psi","",""
"","11992","test_changespec_select4","Tests.test_items","Tue Mar 10 09:02:28 CDT 2026","passed","Tue Mar 10 09:02:40 CDT 2026","TestChangeSpecPage","test_changespec","",""
"","17169","test_changeR_delsuccess2","Tests.test_items","Tue Mar 10 08:55:36 CDT 2026","passed","Tue Mar 10 08:55:53 CDT 2026","TestChangeRPage","test_changeR","",""
"","14113","test_tablesetting_setdellayout","Tests.test_items","Tue Mar 10 11:24:16 CDT 2026","passed","Tue Mar 10 11:24:30 CDT 2026","TestTableSettingPage","test_tablesetting","",""
